areaCode,areaName,areaType,date,totalDeaths,hospitalCases,newCasesByPublishDate
E07000041,Exeter,ltla,2021-02-16,,,3
E07000041,Exeter,ltla,2021-02-15,,,4
E07000041,Exeter,ltla,2021-02-14,,,26
E07000041,Exeter,ltla,2021-02-13,,,28
E07000041,Exeter,ltla,2021-02-12,,,13
E07000041,Exeter,ltla,2021-02-11,,,14
E07000041,Exeter,ltla,2021-02-10,,,3
E07000041,Exeter,ltla,2021-02-09,,,12
E07000041,Exeter,ltla,2021-02-08,,,11
E07000041,Exeter,ltla,2021-02-07,,,11
E07000041,Exeter,ltla,2021-02-06,,,4
E07000041,Exeter,ltla,2021-02-05,,,3
E07000041,Exeter,ltla,2021-02-04,,,1
E07000041,Exeter,ltla,2021-02-03,,,5
E07000041,Exeter,ltla,2021-02-02,,,7
E07000041,Exeter,ltla,2021-02-01,,,14
E07000041,Exeter,ltla,2021-01-31,,,13
E07000041,Exeter,ltla,2021-01-30,,,8
E07000041,Exeter,ltla,2021-01-29,,,13
E07000041,Exeter,ltla,2021-01-28,,,13
E07000041,Exeter,ltla,2021-01-27,,,12
E07000041,Exeter,ltla,2021-01-26,,,23
E07000041,Exeter,ltla,2021-01-25,,,17
E07000041,Exeter,ltla,2021-01-24,,,16
E07000041,Exeter,ltla,2021-01-23,,,16
E07000041,Exeter,ltla,2021-01-22,,,34
E07000041,Exeter,ltla,2021-01-21,,,24
E07000041,Exeter,ltla,2021-01-20,,,33
E07000041,Exeter,ltla,2021-01-19,,,32
E07000041,Exeter,ltla,2021-01-18,,,60
E07000041,Exeter,ltla,2021-01-17,,,27
E07000041,Exeter,ltla,2021-01-16,,,48
E07000041,Exeter,ltla,2021-01-15,,,46
E07000041,Exeter,ltla,2021-01-14,,,68
E07000041,Exeter,ltla,2021-01-13,,,33
